Marca;Fecha;Precio
Bullbrand 20;20060201;1.4
Denim American Blend 19;20060201;1.3
Denim American Blend 20;20060201;1.3
Diana Duro;20060201;1.75
Ducados 25 Azul Duro;20060201;2.5
Ducados Azul Blando;20060201;2.0
Ducados Azul Duro;20060201;2.0
Ducados Azul/Blanco Blando;20060201;2.0
Ducados Azul/Blanco Duro;20060201;2.0
Ducados Blanco Duro;20060201;2.0
Ducados Internacional Duro;20060201;2.5
Ducados Lujo Duro;20060201;2.3
Excite Blue 19;20060201;1.5
Excite Blue 20;20060201;1.5
Excite Green Menthol 20;20060201;1.5
Excite Red Blando 20;20060201;1.4
Fine 120 Azul Duro;20060201;3.0
Fine 120 Menthol Duro;20060201;3.0
Fine 120 Rojo Blend Duro;20060201;3.0
Fortuna 20 Azul Duro;20060201;1.85
Fortuna 20 Rojo Duro;20060201;1.85
Fortuna 25 Azul Duro;20060201;2.3
Fortuna 25 Rojo Duro;20060201;2.3
Fortuna Azul Duro 19;20060201;1.75
Fortuna Menthol Duro;20060201;1.85
Fortuna Naranja Duro;20060201;1.85
Fortuna Oriental Origin;20060201;1.95
Fortuna Plata Duro;20060201;1.85
Fortuna Rojo Blando;20060201;1.85
Fortuna Rojo Duro 19;20060201;1.75
Fortuna Savannah Origin;20060201;1.95
Fortuna Tropical Origin;20060201;1.95
Gauloises Rubio Amarillo;20060201;2.0
Gauloises Rubio Azul FF;20060201;2.0
Gauloises Rubio Rojo;20060201;2.0
Gitanes Cortos con Filtro Duro;20060201;2.5
Gitanes Cortos sin Filtro Duro;20060201;2.5
Habanos Blando;20060201;2.3
Habanos Duro;20060201;2.3
News Azul Duro;20060201;1.85
News Rojo Duro;20060201;1.85
Nobel Blando;20060201;1.85
Nobel Duro;20060201;1.85
Nobel Plata;20060201;1.85
Partagás Duro;20060201;2.3
Pepe 19;20060201;1.25
Pepe 20;20060201;1.25
Sombra Blando;20060201;2.0
The Limit Gold;20060201;1.65
The Limit Red;20060201;1.65
Camel Filter Box 10;20060205;1.0
Camel Filter Box 20;20060205;2.0
Camel Filter Soft;20060205;2.0
Camel Non Filter Soft;20060205;1.9
Camel Subtle Flavour Blue 10;20060205;1.0
Camel Subtle Flavour Blue 20;20060205;2.0
Gold Coast Blue (Azul);20060205;1.65
Gold Coast Filters (Rojo);20060205;1.65
Gold Coast Menthol (Verde);20060205;1.65
Gold Coast White (Blanco);20060205;1.65
More Filters Box;20060205;2.5
More Menthol Box;20060205;2.5
Salem Menthol;20060205;2.35
Vantage Blue;20060205;1.65
Vantage Red;20060205;1.65
Winston Balanced Blue;20060205;1.85
Winston Classic Red 100;20060205;1.85
Winston Classic Red KS Box;20060205;1.85
Winston Classic Red KS Soft;20060205;1.85
Winston Subtle Silver;20060205;1.85
Golden American Classic Blue;20060207;1.5
Golden American Classic Celeste;20060207;1.5
Golden American Classic Red;20060207;1.5
Lucky Strike Corto sin Filtro;20060207;1.85
Lucky Strike Red;20060207;1.85
Lucky Strike Red 10'S;20060207;0.85
Lucky Strike Red 19;20060207;1.5
Lucky Strike Red Blando;20060207;1.85
Lucky Strike Silver;20060207;1.85
Lucky Strike Silver 10'S;20060207;0.85
Lucky Strike Silver 19;20060207;1.5
Peter Stuyvesant Azul;20060207;1.5
Peter Stuyvesant Blue;20060207;1.9
Peter Stuyvesant Red;20060207;1.9
Peter Stuyvesant Red Blando;20060207;1.5
Peter Stuyvesant Silver;20060207;1.9
Rothmans Red;20060207;2.35
Royal Crown Blue;20060207;1.9
Royal Crown Filter;20060207;1.9
Royal Crown White;20060207;1.9
Winfield Blue;20060207;2.5
Winfield Red;20060207;2.5
British Heritage;20060214;1.85
Bullbrand 20;20060214;1.7
Bullbrand American Blend;20060214;1.65
CK Canary Kingdom;20060214;1.75
Denim American Blend 20;20060214;1.65
Desert Gold;20060214;1.65
Excite Blue 20;20060214;1.75
Excite Green Menthol 20;20060214;1.75
Excite Red Duro 20;20060214;1.75
Excite Red Blando 20;20060214;1.65
Mecánicos Extra Filtro;20060214;1.65
Pepe 20;20060214;1.65
Progress;20060214;1.65
Basic Duro;20060216;2.0
Burton Menthol 20;20060216;1.75
Burton Original;20060216;1.6
Burton Original 20;20060216;1.75
Burton Silver;20060216;1.6
Burton Silver 20;20060216;1.75
Chesterfield Classic Blue 10'S;20060216;1.2
Chesterfield Classic Blue Duro;20060216;2.4
Chesterfield Classic Red 10'S;20060216;1.2
Chesterfield Classic Red Blando;20060216;2.4
Chesterfield Classic Red Duro;20060216;2.4
Chesterfield Corto S/F Duro;20060216;2.4
Ducal Blue;20060216;1.75
Ducal Filter;20060216;1.75
Elixyr;20060216;1.85
Elixyr 100's;20060216;1.85
Elixyr Extra Taste;20060216;1.85
Elixyr Fine Taste;20060216;1.85
Elixyr Menthol;20060216;1.85
L&M Blue Label 100'S;20060216;2.2
L&M Blue Label 10'S;20060216;1.1
L&M Blue Label Duro;20060216;2.2
L&M Red Label 100'S;20060216;2.2
L&M Red Label 10'S;20060216;1.1
L&M Red Label Blando;20060216;2.2
L&M Red Label Duro;20060216;2.2
Lark;20060216;2.6
Marlboro Gold 100'S;20060216;2.75
Marlboro Gold 10'S;20060216;1.35
Marlboro Gold Duro;20060216;2.75
Marlboro Med Duro;20060216;2.75
Marlboro Red 100'S;20060216;2.75
Marlboro Red 10'S;20060216;1.35
Marlboro Red Blando;20060216;2.75
Marlboro Red Duro;20060216;2.75
Merit;20060216;2.4
Next Red 20;20060216;2.0
Next White 20;20060216;2.0
Philip Morris Filter Kings;20060216;2.4
Philip Morris Supreme;20060216;2.4
Pool Gold;20060216;1.8
Proud Blue;20060216;1.75
Proud Red;20060216;1.75
BN Beige Duro;20060216;2.2
BN Clásico Blando;20060216;2.2
BN Clásico Duro;20060216;2.2
Boncalo Duro;20060216;2.2
Brooklyn Azul Duro;20060216;2.0
Brooklyn Rojo Duro;20060216;2.0
Diana Duro;20060216;2.0
Ducados 25 Azul Duro;20060216;2.75
Ducados Azul Blando;20060216;2.2
Ducados Azul Duro;20060216;2.2
Ducados Azul/Blanco Blando;20060216;2.2
Ducados Azul/Blanco Duro;20060216;2.2
Ducados Blanco Duro;20060216;2.2
Ducados Internacional Duro;20060216;2.75
Ducados Lujo Duro;20060216;2.5
Ducados Rubio Azul;20060216;2.0
Ducados Rubio Rojo;20060216;2.0
Ducados Rubio Rojo 25;20060216;2.5
Fortuna 20 Azul Duro;20060216;2.2
Fortuna 20 Rojo Duro;20060216;2.2
Fortuna 25 Azul Duro;20060216;2.75
Fortuna 25 Rojo Duro;20060216;2.75
Fortuna Azul Duro 19;20060216;2.1
Fortuna Menthol Duro;20060216;2.2
Fortuna Naranja Duro;20060216;2.2
Fortuna Oriental Origin;20060216;2.3
Fortuna Plata Duro;20060216;2.2
Fortuna Rojo Blando;20060216;2.2
Fortuna Rojo Duro 19;20060216;2.1
Fortuna Savannah Origin;20060216;2.3
Fortuna Tropical Origin;20060216;2.3
Gauloises Rubio Amarillo;20060216;2.4
Gauloises Rubio Azul FF;20060216;2.4
Gauloises Rubio Rojo;20060216;2.4
Gitanes Cortos con Filtro Duro;20060216;2.75
Gitanes Cortos sin Filtro Duro;20060216;2.75
Habanos Blando;20060216;2.5
Habanos Duro;20060216;2.5
Marquise;20060216;2.0
News Azul Duro;20060216;2.0
News Rojo Duro;20060216;2.0
Nobel Blando;20060216;2.2
Nobel Duro;20060216;2.2
Nobel Plata;20060216;2.2
Partagás Duro;20060216;2.5
Sombra Blando;20060216;2.2
The Limit Gold;20060216;1.95
The Limit Red;20060216;1.95
Camel Filter Box 10;20060217;1.2
Camel Filter Box 20;20060217;2.4
Camel Filter Soft;20060217;2.4
Camel Non Filter Soft;20060217;2.3
Camel Subtle Flavour Blue 10;20060217;1.2
Camel Subtle Flavour Blue 20;20060217;2.4
Dunhill New King Size Filter Blue;20060217;2.95
Dunhill New King Size Filter Gold;20060217;2.95
Dunhill New King Size Filter Red;20060217;2.95
Gold Coast Blue (Azul);20060217;2.0
Gold Coast Filters (Rojo);20060217;2.0
Gold Coast Menthol (Verde);20060217;2.0
Gold Coast White (Blanco);20060217;2.0
Golden American Classic Blue;20060217;1.85
Golden American Classic Celeste;20060217;1.85
Golden American Classic Red;20060217;1.85
JPS American Blend (Red);20060217;1.75
JPS American Blend (Silver);20060217;1.75
JPS American Blend (White);20060217;1.75
JPS Black;20060217;2.0
Lucky Strike Red 19;20060217;1.75
Lucky Strike Silver 19;20060217;1.75
More Filters Box;20060217;2.9
More Menthol Box;20060217;2.9
Pall Mall Alaska;20060217;1.75
Pall Mall Los Angeles;20060217;1.75
Pall Mall New Orleans;20060217;1.75
Pall Mall San Francisco;20060217;1.75
Pall Mall Sin Filtro;20060217;1.75
Salem Menthol;20060217;2.75
Sax Blue;20060217;1.75
Sax Special;20060217;1.75
Vantage Blue;20060217;2.0
Vantage Red;20060217;2.0
Winston Balanced Blue;20060217;2.2
Winston Classic Red 100;20060217;2.2
Winston Classic Red KS Box;20060217;2.2
Winston Classic Red KS Soft;20060217;2.2
Winston Subtle Silver;20060217;2.2
American Jean's;20060218;1.75
Austin Gold;20060218;1.75
Austin Red;20060218;1.75
Benson & Hedges American Blue;20060218;2.0
Benson & Hedges American Red;20060218;2.0
Benson & Hedges Red Filter;20060218;1.75
Benson & Hedges Red Style;20060218;1.75
Bisonte Blando;20060218;2.2
Bisonte Duro;20060218;2.2
Bullbrand 19;20060218;1.7
Celtas Filtro Blando;20060218;2.2
Cohiba Duro;20060218;2.5
Condal Blando 100;20060218;2.2
Coronas AB Blando 100;20060218;1.75
Coronas AB Duro;20060218;1.75
Coronas AB Duro 100;20060218;1.75
Coronas AB Gold Duro;20060218;1.75
Coronas AB Menthol Duro;20060218;1.75
Coronas AB Silver Duro;20060218;1.75
Coronas Negro Clásico Blando;20060218;2.2
Coronas Negro Clásico Duro;20060218;2.2
Coronas Negro Oro Duro;20060218;2.2
Coronas Negro Plata Duro;20060218;2.2
Coronas Reserva Duro;20060218;2.5
Denim American Blend 19;20060218;1.65
Dorchester Superkings;20060218;2.2
Excite Blue 19;20060218;1.75
Excite Red 19;20060218;1.75
Goya Blando;20060218;2.2
Jean Blando;20060218;2.2
Kaiser (El) Duro;20060218;2.2
Kruger American Blend;20060218;2.0
Lola Blando;20060218;2.2
País (El) Blando;20060218;2.2
Palace FF AB Blando 100;20060218;2.0
Palace FF AB Duro;20060218;2.0
Palace FF AB Duro 100;20060218;2.0
Palace Menthol Blando 100;20060218;2.0
Palace Virginia 100;20060218;2.0
Palace Virginia Duro;20060218;2.0
Pepe 19;20060218;1.65
Piper Menthol Blando;20060218;2.2
Popular Negro KSF Box;20060218;1.7
Popular Negro RS;20060218;1.7
Popular Rubio KSF Box;20060218;1.7
Reales Blando;20060218;1.7
Record Blando;20060218;2.2
Rex F.F. Blando;20060218;2.2
Rex Plata Duro;20060218;2.2
Rex XXX Blando;20060218;2.2
Rockies Blue;20060218;1.6
Rockies Red;20060218;1.6
Romeo y Julieta KS;20060218;2.5
Ronson Red;20060218;2.0
Ronson White;20060218;2.0
Sovereign King Size;20060218;2.0
Un-X-Dos Blando;20060218;2.2
V & L. AB Duro;20060218;2.2
V & L. AB Menthol Duro;20060218;2.2
Brookfield CP 20;20060221;1.75
Lucky Strike Corto sin Filtro;20060221;2.1
Lucky Strike Red;20060221;2.2
Lucky Strike Red Blando;20060221;2.2
Lucky Strike Silver;20060221;2.4
Peter Stuyvesant Azul;20060221;1.85
Peter Stuyvesant Blue;20060221;2.2
Peter Stuyvesant Red;20060221;2.2
Peter Stuyvesant Red Blando;20060221;1.85
Peter Stuyvesant Silver;20060221;2.2
Rothmans Red;20060221;2.75
Royal Crown Blue;20060221;2.2
Royal Crown Filter;20060221;2.2
Royal Crown White;20060221;2.2
Winfield Blue;20060221;2.95
Winfield Red;20060221;2.95
46' Blando;20060226;2.2
Matrix Azul;20060226;1.6
Matrix Rojo;20060226;1.6
Benson & Hedges 100'S;20060308;3.6
Benson & Hedges Gold;20060308;3.6
Benson & Hedges Silver;20060308;3.5
Berkeley Blue;20060308;3.5
Berkeley Menthol;20060308;3.5
Berkeley Superkings;20060308;3.5
Blend N.º 1;20060308;3.6
Dorchester Superkings;20060308;2.75
Fact;20060308;2.75
Kensitas Club (King Size);20060308;3.6
Silk Cut 100'S Purple ND;20060308;3.6
Silk Cut Blue;20060308;3.6
Silk Cut Blue ND;20060308;3.6
Silk Cut Purple;20060308;3.6
Silk Cut Purple 100'S;20060308;3.6
Silk Cut Purple ND;20060308;3.6
Silk Cut Silver;20060308;3.6
Silk Cut Silver ND;20060308;3.6
Silk Cut White;20060308;3.6
Silk Cut White ND;20060308;3.6
Sovereign King Size;20060308;2.5
Bastos Filter Blando;20060317;3.3
Black Devil;20060317;2.0
Embassy Nº 1;20060317;3.6
Ernte 23;20060317;3.0
Gold Leaf KS;20060317;2.9
John Player King Size (Blue);20060317;3.5
JPS Black;20060317;2.5
Lambert & Butler Gold;20060317;3.5
Lambert & Butler KS;20060317;3.5
Lambert & Butler Menthol;20060317;3.5
Regal KS;20060317;3.6
Richmond King Size;20060317;3.1
Superkings;20060317;3.5
Superkings Blue;20060317;3.5
Superkings Menthol;20060317;3.5
Superkings White;20060317;3.5
Belga Red;20060325;3.3
Craven A Red;20060325;3.6
Dunhill International;20060325;3.5
Dunhill International Blue;20060325;3.5
Dunhill International Menthol;20060325;3.5
Kent Blue;20060325;3.5
Kim Blue;20060325;3.6
Kim Red;20060325;3.6
Kool Filter Kings;20060325;3.6
Lord Extra;20060325;3.6
Mayfair Fine;20060325;3.15
Mayfair King Size;20060325;3.15
Mayfair Menthol;20060325;3.15
Mayfair Sky Blue;20060325;3.15
Mayfair Superking;20060325;3.15
Rothmans Blue;20060325;3.5
Royal Crown Blue;20060325;2.4
Royal Crown Filter;20060325;2.4
Royal Crown White;20060325;2.4
Royals Blue;20060325;2.3
Royals Red;20060325;2.3
Vogue Super Slims Blue;20060325;3.0
Karelia Slims;20060401;2.45
Karelia Slims Blue;20060401;2.45
Karelia Slims Crem Color;20060401;2.45
Karelia Slims Mentol;20060401;2.45
Manitou Easy;20060401;2.65
Manitou Golden Blend Hard;20060401;2.65
Manitou Original Blend Hard;20060401;2.65
Wings Blue;20060401;1.75
Wings Red;20060401;1.75
Reig 15;20060415;0.44
Reig 15 Pack 2;20060415;0.45
Reig Minor Pack NA 2;20060415;0.35
Rössli Habana;20060415;0.57
Maestro Tabaquero S.06 Churchill;20060415;4.4
Maestro Tabaquero S.06 Coronas;20060415;3.6
Maestro Tabaquero S.06 Cristales;20060415;4.3
Maestro Tabaquero S.06 Pirámides;20060415;4.5
Maestro Tabaquero S.06 Robustos;20060415;3.9
Diademas Finas 100 Aniversario;20060415;15.5
Churchill Tubo;20060415;2.85
Corona Tubo;20060415;2.3
D. Julián N.º 1;20060415;1.95
D. Julián N.º 3;20060415;1.5
D. Julián N.º 5;20060415;0.99
D. Julián Tubo;20060415;2.25
Reig 7 Cortados;20060415;0.44
Reig 7 Cortados Pack 2;20060415;0.45
Reig 7 Minor Pack NA 2;20060415;0.35
Tradizionale;20060415;0.69
Auténticos;20060415;1.2
Gloriosos;20060415;0.8
Momentos;20060415;0.6
Únicos;20060415;1.0
Gallos;20060415;0.5
Minis;20060415;0.25
Toros;20060415;0.45
Gran Reserva;20060429;1.95
Reserva Celebración;20060429;1.3
Club;20060429;0.62
Mini;20060429;0.48
Corona;20060429;1.95
Petit Corona;20060429;1.85
Robusto;20060429;2.0
Corona Cristal;20060429;2.6
Corona;20060429;1.65
Lonsdale;20060429;1.55
Robusto;20060429;1.8
Mini Aromático;20060429;0.22
Mini Orientès;20060429;0.22
Petit Cigare;20060429;0.22
Petit Cigare Beige;20060429;0.22
Primeros;20060429;0.22
Tradition;20060429;0.22
Compays;20060429;0.75
Cristales;20060429;1.35
Décimos;20060429;0.9
Puritos;20060429;0.55
Belicoso;20060429;5.0
Cetros;20060429;4.4
Corona;20060429;1.8
Doble Corona;20060429;4.8
N.º 4;20060429;2.1
Robusto;20060429;3.6
Gran Corona;20060429;1.9
Gran Reserva Dorada;20060429;2.1
Gran Reserva Platinum;20060429;2.1
Belicoso;20060429;6.4
N.º 1;20060429;6.0
N.º 3;20060429;3.6
N.º 4;20060429;3.2
Robusto;20060429;4.5
Ascots;20060429;0.95
Doble Corona;20060429;6.4
Maduro Diplomat;20060429;5.8
Maduro Hyde Park Robusto;20060429;5.8
N.º 4;20060429;3.5
Pirámides;20060429;6.4
Robusto;20060429;5.8
Robusto Cristal;20060429;7.5
Mini;20060429;0.39
Bahía;20060429;0.22
Cigarrillos;20060429;0.17
N.º 2 Claro;20060429;1.0
Tubos Especiales;20060429;1.5
Cervantes;20060429;3.55
Corona;20060429;2.7
Corona Tubo;20060429;2.85
Coronita;20060429;2.45
Minutos;20060429;1.25
Perla;20060429;1.85
Pirámide;20060429;4.7
Prominente;20060429;5.1
Robusto;20060429;4.0
Corona Optimum;20060429;1.6
Royals Blue;20060513;2.5
Royals Red;20060513;2.5
American Jean's;20060527;1.85
Austin Gold;20060527;1.85
Austin Red;20060527;1.85
Benson & Hedges Red Filter;20060527;1.85
Benson & Hedges Red Style;20060527;1.85
Bullbrand 20;20060527;1.8
Coronas AB Blando 100;20060527;1.85
Coronas AB Duro;20060527;1.85
Coronas AB Duro100;20060527;1.85
Coronas AB Gold Duro;20060527;1.85
Coronas AB Menthol Duro;20060527;1.85
Coronas AB Silver Duro;20060527;1.85
Denim American Blend 20;20060527;1.75
Excite Blue 20;20060527;1.85
Excite Green Menthol 20;20060527;1.85
Excite Red Blando 20;20060527;1.75
Excite Red Duro 20;20060527;1.85
Golden American Classic Blue;20060527;1.95
Golden American Classic Celeste;20060527;1.95
Golden American Classic Red;20060527;1.95
JPS American Blend (Red);20060527;1.85
JPS American Blend (Silver);20060527;1.85
JPS American Blend (White);20060527;1.85
JPS Green Menthol;20060527;1.85
Latino Heritage;20060527;1.7
Pall Mall Alaska;20060527;1.85
Pall Mall Los Ángeles;20060527;1.85
Pall Mall New Orleans;20060527;1.85
Pall Mall San Francisco;20060527;1.85
Pall Mall Sin Filtro;20060527;1.85
Pepe 20;20060527;1.75
Popular Negro KSF Box;20060527;1.8
Popular Negro RS;20060527;1.8
Popular Rubio KSF Box;20060527;1.8
Reales Blando;20060527;1.8
Ronson Red;20060527;2.15
Ronson White;20060527;2.15
Sax Blue;20060527;1.85
Sax Special;20060527;1.85
Wings Blue;20060603;1.85
Wings Red;20060603;1.85
Brookfield CP 20;20060617;1.85
N.º 2;20060617;0.3
Brindis 25;20060617;1.1
Coronas Extra;20060617;0.7
Cremas;20060617;0.35
Cristales Cedros;20060617;1.48
Isleños 25;20060617;0.33
Presidentes;20060617;1.3
Bullbrand American Blend;20060701;1.75
Aromáticos;20060701;0.13
Short Panatela (En envase de 5);20060701;0.66
Viuditas25;20060701;0.5
Hermosos;20060701;1.1
Mini Robustos;20060701;0.8
Mini Torpedos;20060701;0.8
Minutos;20060701;0.5
Cigarritos;20060701;0.1
Cigarritos Filtro;20060701;0.1
Djarum Black 20;20060719;3.95
Djarum Special 20;20060719;3.95
Djarum Super 20;20060719;3.95
Marlboro Wides;20060719;2.5
Benson & Hedges 100'S;20060801;3.1
Benson & Hedges Gold;20060801;3.1
Benson & Hedges Silver;20060801;2.95
Berkeley Blue;20060801;3.0
Berkeley Menthol;20060801;3.0
Berkeley Superkings;20060801;3.0
Embassy N.º 1;20060801;3.1
John Player King Size (Blue);20060801;3.1
JPS Black;20060801;2.3
Kensitas Club (King Size);20060801;3.1
Lambert & Butler Gold;20060801;2.95
Lambert & Butler KS;20060801;2.95
Lambert & Butler Menthol;20060801;2.95
Matrix Azul;20060801;1.75
Matrix Rojo;20060801;1.75
Mayfair Fine;20060801;2.5
Mayfair King Size;20060801;2.5
Mayfair Menthol;20060801;2.5
Mayfair Sky Blue;20060801;2.5
Mayfair Superking;20060801;2.5
Regal KS;20060801;3.1
Richmond King Size;20060801;2.45
Silk Cut 100'S Purple ND;20060801;3.1
Silk Cut Blue ND;20060801;3.1
Silk Cut Purple ND;20060801;3.1
Silk Cut Silver ND;20060801;3.1
Silk Cut White ND;20060801;3.1
Sovereign King Size;20060801;2.3
Sterling KS;20060801;2.3
Sterling SK;20060801;2.3
Sterling SK Blue;20060801;2.3
Superkings;20060801;3.0
Superkings Blue;20060801;3.0
Superkings Menthol;20060801;3.0
Superkings White;20060801;3.0
Craven A Red;20060923;2.95
Dunhill International;20060923;3.2
Dunhill International Blue;20060923;3.2
Dunhill International Menthol;20060923;3.2
Kent Blue;20060923;3.1
Kim Blue;20060923;3.1
Kim Red;20060923;3.1
Kool Filter Kings;20060923;3.1
Lord Extra;20060923;3.1
Pall Mall Puerto Rico;20060923;1.85
Pall Mall Sin Filtro;20060923;2.2
Rothmans Blue;20060923;3.1
Vibes;20060923;3.0
Vogue Super Slims Blue;20060923;3.2
Mini Filter Sabor Mango;20060930;0.2
Mini Filter Sabor Toffee;20060930;0.2
Mini Filter Sabor Vainilla;20060930;0.2
Pall Mall Alaska;20061003;1.95
Pall Mall Los Angeles;20061003;1.95
Pall Mall New Orleans;20061003;1.95
Pall Mall San Francisco;20061003;1.95
Sax Blue;20061003;1.95
Sax Special;20061003;1.95
American Jean's;20061005;1.95
Austin Gold;20061005;1.95
Austin Red;20061005;1.95
Benson & Hedges Red Filter;20061005;1.95
Benson & Hedges Red Style;20061005;1.95
Coronas AB Blando 100;20061005;1.95
Coronas AB Duro;20061005;1.95
Coronas AB Duro100;20061005;1.95
Coronas AB Gold Duro;20061005;1.95
Coronas AB Menthol Duro;20061005;1.95
Coronas AB Silver Duro;20061005;1.95
JPS American Blend (Red);20061005;1.95
JPS American Blend (Silver);20061005;1.95
JPS American Blend (White);20061005;1.95
JPS Green Menthol;20061005;1.95
Mecánicos Extra Filtro;20061007;1.7
Wings Blue;20061021;1.95
Wings Red;20061021;1.95
American Legend;20061104;1.75
Latino Heritage;20061114;2.2
Mecánicos Extra Filtro;20061114;2.1
Brooklyn Azul Duro;20061115;2.15
Brooklyn Rojo Duro;20061115;2.15
Diana Duro;20061115;2.15
Diana English Blend Duro Azul;20061115;2.15
Diana English Blend Menthol;20061115;2.15
Diana English Blend White;20061115;2.15
Ducados Rubio Azul;20061115;2.1
Ducados Rubio Rojo;20061115;2.1
Ducados Rubio Rojo 25;20061115;2.6
Marquise;20061115;2.15
News Azul Duro;20061115;2.15
News Rojo Duro;20061115;2.15
Bullband Negro 20;20061116;2.0
Bullband American Blend;20061116;2.0
Burton Menthol 20;20061116;2.1
Burton Original 20;20061116;2.1
Burton Silver 20;20061116;2.1
Denim American Blend 20;20061116;2.0
Ducal Blue;20061116;2.1
Ducal Filter;20061116;2.1
Elixyr;20061116;2.15
Elixyr Extra Taste;20061116;2.15
Elixyr Fine Taste;20061116;2.15
Elixyr Menthol;20061116;2.15
Excite Blue 20;20061116;2.0
Excite Green Menthol 20;20061116;2.0
Excite Red Duro 20;20061116;2.0
Excite Red Blando 20;20061116;2.0
Matrix Azul;20061116;2.1
Matrix Rojo;20061116;2.1
Pepe 20;20061116;2.0
Basic Duro;20061117;2.1
Next Red 20;20061117;2.1
Next White 20;20061117;2.1
Popular Negro KSF Box;20061117;2.0
Popular Nego RS;20061117;2.0
Popular Rubio KSF Box;20061117;2.0
American Jean's;20061121;2.1
Austin Gold;20061121;2.1
Austin Red;20061121;2.1
Benson & Hedges American Blue;20061121;2.15
Benson & Hedges American Red;20061121;2.15
Benson & Hedges Red Filter;20061121;2.1
Benson & Hedges Red Style;20061121;2.1
Black Devil;20061121;2.25
British Heritage;20061121;2.2
Capavana;20061121;2.0
CK Canary Kingdom;20061121;2.1
Coronas AB Blando 100;20061121;2.1
Coronas AB Duro;20061121;2.1
Coronas AB Duro100;20061121;2.1
Coronas AB Gold Duro;20061121;2.1
Coronas AB Menthol Duro;20061121;2.1
Coronas AB Silver Duro;20061121;2.1
D&G Cigarettes;20061121;2.2
Desert Gold;20061121;2.0
Kruger American Blend;20061121;2.15
Mecánicos Extra Filtro;20061121;2.0
Palace FF AB Blando100;20061121;2.15
Palace FF AB Duro;20061121;2.15
Palace FF AB Duro100;20061121;2.15
Palace Menthol  Blando 100;20061121;2.15
Palace Virginia 100;20061121;2.15
Palace Virginia Duro;20061121;2.15
