Nombre;Fecha;Area;Precio
Al Sultan Molasses Ice Apple Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Ice Cantaloupe Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Ice Cherry Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Ice Kaki Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Ice Lychee Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Ice Orange Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Lemon & Mint Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Mastic Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Papaya Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Pears & Cherry Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Plum Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Purple Fragrance Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Thyme Aroma Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
Al Sultan Molasses Waldmeister Flavour (50 g);20140621;Peninsula e Illes Balears;2.4
G.Hoggarth Scotch Mixture (50 g);20140621;Peninsula e Illes Balears;2.4
G.Hoggarth Lusiana Flake (50 g);20140621;Peninsula e Illes Balears;2.4
G.Hoggarth Nº 25 Mixture (50 g);20140621;Peninsula e Illes Balears;2.4
G.Hoggarth Top BlackCherry (50 g);20140621;Peninsula e Illes Balears;2.4
Smokers Freedom Squadron Leader Special Edition By SG (50 g);20140621;Peninsula e Illes Balears;2.4
Chesterfield Semi-rígido;20140628;Peninsula e Illes Balears;3.95
L&M Blue Label Duro;20140628;Peninsula e Illes Balears;4.5
L&M Blue Semi-rígido;20140628;Peninsula e Illes Balears;4.5
L&M Red Label 100s;20140628;Peninsula e Illes Balears;4.4
L&M Red Label Duro;20140628;Peninsula e Illes Balears;4.25
L&M Red Semi-rígido;20140628;Peninsula e Illes Balears;4.15
Lark;20140628;Peninsula e Illes Balears;4.05
Marlboro Gold 100’S;20140628;Peninsula e Illes Balears;4.25
Marlboro Gold Duro;20140628;Peninsula e Illes Balears;4.15
Marlboro Menthol;20140628;Peninsula e Illes Balears;4.8
Marlboro Pocket Pack (Corto);20140628;Peninsula e Illes Balears;4.9
Marlboro Red 100’S;20140628;Peninsula e Illes Balears;4.8
Marlboro Red Blando;20140628;Peninsula e Illes Balears;4.8
Marlboro Red Duro;20140628;Peninsula e Illes Balears;4.4
Marlboro Touch Azul;20140628;Peninsula e Illes Balears;4.9
Marlboro Touch Rojo;20140628;Peninsula e Illes Balears;4.8
Philip Morris Club Red Cut;20140628;Peninsula e Illes Balears;4.8
Philip Morris Filter King;20140628;Peninsula e Illes Balears;4.4
Philip Morris Reds;20140628;Peninsula e Illes Balears;4.4
Philip Morris Supreme;20140628;Peninsula e Illes Balears;4.0
Santiago Original;20140628;Peninsula e Illes Balears;4.25
Boncalo Duro;20140702;Peninsula e Illes Balears;4.45
Brooklyn 100’s;20140702;Peninsula e Illes Balears;4.45
Brooklyn Azul Duro;20140702;Peninsula e Illes Balears;4.45
Brooklyn Rojo Duro;20140702;Peninsula e Illes Balears;4.45
Davidoff Classic;20140702;Peninsula e Illes Balears;4.0
Davidoff Gold;20140702;Peninsula e Illes Balears;4.0
Ducados 25 Azul Duro;20140702;Peninsula e Illes Balears;4.0
Ducados Azul Blando;20140702;Peninsula e Illes Balears;4.8
Ducados Azul Duro;20140702;Peninsula e Illes Balears;4.8
Ducados Azul/Blanco Blando;20140702;Peninsula e Illes Balears;5.25
Ducados Azul/Blanco Duro;20140702;Peninsula e Illes Balears;4.5
Ducados Blanco Duro;20140702;Peninsula e Illes Balears;4.5
Ducados Lujo Duro;20140702;Peninsula e Illes Balears;4.5
Ducados Rubio 100’S Largo;20140702;Peninsula e Illes Balears;4.5
Ducados Rubio 24 Plus;20140702;Peninsula e Illes Balears;4.5
Ducados Rubio Azul;20140702;Peninsula e Illes Balears;4.8
Ducados Rubio Azul Blando;20140702;Peninsula e Illes Balears;4.05
Ducados Rubio Maxi;20140702;Peninsula e Illes Balears;4.85
Ducados Rubio Mentol;20140702;Peninsula e Illes Balears;4.25
Ducados Rubio Nature;20140702;Peninsula e Illes Balears;4.15
Ducados Rubio Pocket Corto;20140702;Peninsula e Illes Balears;5.8
Ducados Rubio Press & Fresh;20140702;Peninsula e Illes Balears;4.25
Ducados Rubio Rojo;20140702;Peninsula e Illes Balears;4.25
Ducados Rubio Rojo Blando;20140702;Peninsula e Illes Balears;4.0
Embassy N.º 1;20140702;Peninsula e Illes Balears;4.25
Fortuna 100’s Largo;20140702;Peninsula e Illes Balears;4.25
Fortuna 24 Red Plus;20140702;Peninsula e Illes Balears;4.15
Fortuna Azul Duro 20;20140702;Peninsula e Illes Balears;4.8
Fortuna Fresh;20140702;Peninsula e Illes Balears;4.3
Fortuna Glide Tec;20140702;Peninsula e Illes Balears;4.9
Fortuna Glide Tec Blue;20140702;Peninsula e Illes Balears;4.4
Fortuna Menthol Duro;20140702;Peninsula e Illes Balears;4.4
Fortuna Plata Duro;20140702;Peninsula e Illes Balears;4.4
Fortuna Pocket Corto;20140702;Peninsula e Illes Balears;4.4
Fortuna Red Line;20140702;Peninsula e Illes Balears;4.4
Fortuna Red Line Blando;20140702;Peninsula e Illes Balears;4.4
Fortuna Rojo 30 Maxi;20140702;Peninsula e Illes Balears;4.05
Fortuna Rojo Blando;20140702;Peninsula e Illes Balears;4.25
Fortuna Rojo Duro 20;20140702;Peninsula e Illes Balears;4.15
Gauloises Brunes;20140702;Peninsula e Illes Balears;6.05
Gauloises Rubio Amarillo;20140702;Peninsula e Illes Balears;4.4
Gauloises Rubio Azul;20140702;Peninsula e Illes Balears;4.4
Gauloises Rubio Azul 24;20140702;Peninsula e Illes Balears;4.5
Gauloises Rubio Rojo;20140702;Peninsula e Illes Balears;4.25
Gauloises Rubio Rojo 24;20140702;Peninsula e Illes Balears;4.25
Gitanes Cortos Con Filtro Duro;20140702;Peninsula e Illes Balears;4.8
Gitanes Cortos Sin Filtro Duro;20140702;Peninsula e Illes Balears;4.25
Herencia Blando;20140702;Peninsula e Illes Balears;4.8
Herencia Duro;20140702;Peninsula e Illes Balears;4.95
John Player King Size Blue;20140702;Peninsula e Illes Balears;4.95
JPS American Blend Blue;20140702;Peninsula e Illes Balears;4.75
JPS American Blend Blue 24;20140702;Peninsula e Illes Balears;4.75
JPS American Blend Red;20140702;Peninsula e Illes Balears;4.65
JPS American Blend Red 100’s;20140702;Peninsula e Illes Balears;4.25
JPS American Blend Red 24;20140702;Peninsula e Illes Balears;4.8
JPS American Blend Red Blando;20140702;Peninsula e Illes Balears;4.25
JPS American Blend White;20140702;Peninsula e Illes Balears;4.05
JPS Black;20140702;Peninsula e Illes Balears;4.8
JPS Black 100s;20140702;Peninsula e Illes Balears;4.15
JPS Green Menthol;20140702;Peninsula e Illes Balears;4.25
JPS Virginia Blue;20140702;Peninsula e Illes Balears;4.25
JPS Virginia Blue 100’s;20140702;Peninsula e Illes Balears;4.25
Lambert & Butler Glide Tec;20140702;Peninsula e Illes Balears;4.25
Lambert & Butler Gold;20140702;Peninsula e Illes Balears;4.0
Lambert & Butler KS;20140702;Peninsula e Illes Balears;4.05
Lambert & Butler Menthol;20140702;Peninsula e Illes Balears;4.65
News Azul Duro;20140702;Peninsula e Illes Balears;4.65
News Rojo 30 Duro;20140702;Peninsula e Illes Balears;4.65
News Rojo Duro;20140702;Peninsula e Illes Balears;4.65
Nobel 0,1;20140702;Peninsula e Illes Balears;4.15
Nobel Blando;20140702;Peninsula e Illes Balears;6.05
Nobel Duro;20140702;Peninsula e Illes Balears;4.15
Nobel Intense;20140702;Peninsula e Illes Balears;4.4
Nobel Slims;20140702;Peninsula e Illes Balears;4.25
Nobel Style;20140702;Peninsula e Illes Balears;4.4
Nobel Triple Filtro;20140702;Peninsula e Illes Balears;4.25
Partagás Duro;20140702;Peninsula e Illes Balears;4.25
R1 Azul;20140702;Peninsula e Illes Balears;4.15
R1 Rojo;20140702;Peninsula e Illes Balears;4.4
R1 Slim Line;20140702;Peninsula e Illes Balears;4.75
Regal Ks;20140702;Peninsula e Illes Balears;4.75
Richmond King Size;20140702;Peninsula e Illes Balears;4.75
Richmond Superkings;20140702;Peninsula e Illes Balears;4.75
Richmond Superkings Menthol;20140702;Peninsula e Illes Balears;4.8
Richmond Superkings White;20140702;Peninsula e Illes Balears;4.2
Sombra Blando;20140702;Peninsula e Illes Balears;4.2
Superkings;20140702;Peninsula e Illes Balears;4.2
Superkings Blue;20140702;Peninsula e Illes Balears;4.2
Superkings Menthol;20140702;Peninsula e Illes Balears;4.45
West Blue;20140702;Peninsula e Illes Balears;4.7
West Ice;20140702;Peninsula e Illes Balears;4.7
West Red;20140702;Peninsula e Illes Balears;4.7
West Silver;20140702;Peninsula e Illes Balears;4.0
Windsor Blue Superkings;20140702;Peninsula e Illes Balears;4.0
Benson & Hedges London Red;20140703;Peninsula e Illes Balears;4.8
Benson & Hedges London Red 100;20140703;Peninsula e Illes Balears;4.8
Benson & Hedges Silver;20140703;Peninsula e Illes Balears;4.0
Berkeley Blue;20140703;Peninsula e Illes Balears;4.0
Berkeley Menthol;20140703;Peninsula e Illes Balears;4.0
Berkeley Superkings.;20140703;Peninsula e Illes Balears;4.65
Bisonte Blando;20140703;Peninsula e Illes Balears;4.7
Bisonte Duro;20140703;Peninsula e Illes Balears;4.7
Camel Activa;20140703;Peninsula e Illes Balears;4.7
Camel Black Curve 84’’;20140703;Peninsula e Illes Balears;4.45
Camel Blue 20;20140703;Peninsula e Illes Balears;4.45
Camel Essential Add Free Blue;20140703;Peninsula e Illes Balears;4.5
Camel Essential Add Free Filters;20140703;Peninsula e Illes Balears;4.4
Camel Essential Blue;20140703;Peninsula e Illes Balears;4.5
Camel Essential Filters;20140703;Peninsula e Illes Balears;4.4
Camel Filter Box 20;20140703;Peninsula e Illes Balears;4.4
Camel Non Filter Soft;20140703;Peninsula e Illes Balears;4.5
Camel Shorts;20140703;Peninsula e Illes Balears;4.5
Camel White Curve 84’’;20140703;Peninsula e Illes Balears;4.5
Celtas Filtro Blando;20140703;Peninsula e Illes Balears;4.5
Condal Blando 100;20140703;Peninsula e Illes Balears;4.25
Coronas 100 By Winston Ev.100;20140703;Peninsula e Illes Balears;4.4
Coronas A.B. Blando 100;20140703;Peninsula e Illes Balears;4.45
Coronas A.B. Duro;20140703;Peninsula e Illes Balears;4.45
Coronas A.B. Duro 100;20140703;Peninsula e Illes Balears;4.05
Coronas A.B. Gold Duro;20140703;Peninsula e Illes Balears;4.15
Coronas A.B. Menthol Duro;20140703;Peninsula e Illes Balears;4.25
Coronas A.B. Silver Duro;20140703;Peninsula e Illes Balears;4.15
Coronas Black Soft;20140703;Peninsula e Illes Balears;4.25
Coronas By Winston Evolution;20140703;Peninsula e Illes Balears;4.25
Coronas Negro Oro Duro;20140703;Peninsula e Illes Balears;4.25
Coronas Negro Plata Duro;20140703;Peninsula e Illes Balears;4.15
Coronas Reserva Duro;20140703;Peninsula e Illes Balears;4.25
Gold Coast Blue (Azul);20140703;Peninsula e Illes Balears;4.5
Gold Coast Filters (Rojo);20140703;Peninsula e Illes Balears;4.5
Gold Coast Menthol (Verde);20140703;Peninsula e Illes Balears;4.75
Gold Coast White (Blanco);20140703;Peninsula e Illes Balears;4.25
Kensitas Club King Size;20140703;Peninsula e Illes Balears;4.25
Mayfair Fine;20140703;Peninsula e Illes Balears;4.25
Mayfair King Size;20140703;Peninsula e Illes Balears;4.25
Mayfair Menthol;20140703;Peninsula e Illes Balears;4.8
Mayfair Sky Blue;20140703;Peninsula e Illes Balears;4.25
Mayfair Superkings;20140703;Peninsula e Illes Balears;4.25
More Filters Box;20140703;Peninsula e Illes Balears;4.25
More Menthol Box;20140703;Peninsula e Illes Balears;4.25
Piper Menthol Blando;20140703;Peninsula e Illes Balears;4.25
Reales Blando;20140703;Peninsula e Illes Balears;5.05
Rex FF Blando;20140703;Peninsula e Illes Balears;5.05
Rex Plata Duro;20140703;Peninsula e Illes Balears;4.45
Ronson 25 S Red;20140703;Peninsula e Illes Balears;4.45
Ronson 25 S White;20140703;Peninsula e Illes Balears;4.45
Silk Cut Blue;20140703;Peninsula e Illes Balears;4.45
Silk Cut Purple;20140703;Peninsula e Illes Balears;5.15
Silk Cut Purple 100’S;20140703;Peninsula e Illes Balears;5.15
Silk Cut Silver;20140703;Peninsula e Illes Balears;4.8
Silk Cut White;20140703;Peninsula e Illes Balears;4.8
Sovereign King Size;20140703;Peninsula e Illes Balears;4.8
Winston Blue;20140703;Peninsula e Illes Balears;4.8
Winston Bluevolution;20140703;Peninsula e Illes Balears;4.8
Winston Bluevolution Blando;20140703;Peninsula e Illes Balears;4.1
Winston Classic 100;20140703;Peninsula e Illes Balears;4.4
Winston Classic 24;20140703;Peninsula e Illes Balears;4.25
Winston Classic 28;20140703;Peninsula e Illes Balears;4.15
Winston Classic Ks Box;20140703;Peninsula e Illes Balears;4.3
Winston Classic Red Ks Soft;20140703;Peninsula e Illes Balears;5.25
Winston Evolution (cajetilla blanda);20140703;Peninsula e Illes Balears;6.15
Winston Evolution (cajetilla dura);20140703;Peninsula e Illes Balears;4.4
Winston Evolution 100 (cajetilla dura);20140703;Peninsula e Illes Balears;4.4
Winston Redvolution;20140703;Peninsula e Illes Balears;4.15
Winston Redvolution Blando;20140703;Peninsula e Illes Balears;4.25
Winston Silver;20140703;Peninsula e Illes Balears;4.05
Dark (el envase de 20);20140705;Ceuta y Melilla;2.9
Ducados:;20140705;Ceuta y Melilla;1.45
Mini (el envase de 20);20140705;Ceuta y Melilla;2.9
Mini Classic (el envase de 20);20140705;Ceuta y Melilla;2.75
Rubio Cigarrito (el envase de 20);20140705;Ceuta y Melilla;3.15
Entrefinos:;20140705;Ceuta y Melilla;3.15
Mini (el envase de 20);20140705;Ceuta y Melilla;1.75
Farias:;20140705;Ceuta y Melilla;2.85
Mini (el envase de 10);20140705;Ceuta y Melilla;4.0
Mini Filter (el envase de 10);20140705;Ceuta y Melilla;4.8
Mini Filter lata (el envase de 20);20140705;Ceuta y Melilla;2.35
Fleur de Savane:;20140705;Ceuta y Melilla;4.55
Petit Cigare (el envase de 20);20140705;Ceuta y Melilla;2.35
Ascots Maduro (el envase de 10);20140712;Ceuta y Melilla;1.35
Dunhill International Blue;20140717;Peninsula e Illes Balears;5.2
Dunhill International Menthol;20140717;Peninsula e Illes Balears;4.15
Dunhill International Red;20140717;Peninsula e Illes Balears;4.8
HB Red;20140717;Peninsula e Illes Balears;5.5
Kool Filter Kings;20140717;Peninsula e Illes Balears;5.5
Lucky Strike Blue;20140717;Peninsula e Illes Balears;5.5
Lucky Strike Click & Roll;20140717;Peninsula e Illes Balears;4.8
Lucky Strike Original Tobacco;20140717;Peninsula e Illes Balears;4.8
Lucky Strike Original Tobacco Blando;20140717;Peninsula e Illes Balears;4.4
Lucky Strike Red;20140717;Peninsula e Illes Balears;4.5
Lucky Strike Red Blando;20140717;Peninsula e Illes Balears;4.3
Pall Mall Alaska/Menthol;20140717;Peninsula e Illes Balears;4.15
Pall Mall Los Angeles;20140717;Peninsula e Illes Balears;4.4
Pall Mall New Orleans Blando;20140717;Peninsula e Illes Balears;4.25
Pall Mall New Orleans Largo 100’S;20140717;Peninsula e Illes Balears;4.25
Pall Mall New Orleans/Red;20140717;Peninsula e Illes Balears;4.25
Pall Mall Pocket Edition;20140717;Peninsula e Illes Balears;4.15
Pall Mall Puerto Rico;20140717;Peninsula e Illes Balears;4.05
Pall Mall San Francisco/Blue;20140717;Peninsula e Illes Balears;4.25
Pall Mall White Edition 100’S;20140717;Peninsula e Illes Balears;4.15
Pall Mall White Edition Blue;20140717;Peninsula e Illes Balears;4.25
Pall Mall White Edition Red;20140717;Peninsula e Illes Balears;4.25
Peter Stuyvesant Blue;20140717;Peninsula e Illes Balears;4.0
Peter Stuyvesant Red;20140717;Peninsula e Illes Balears;4.0
Peter Stuyvesant Silver;20140717;Peninsula e Illes Balears;4.0
Popular Negro KS;20140717;Peninsula e Illes Balears;4.4
Prince Original/Rich Taste;20140717;Peninsula e Illes Balears;4.4
Prince White/Rounded;20140717;Peninsula e Illes Balears;4.4
Rothmans Blue;20140717;Peninsula e Illes Balears;4.0
Rothmans Red;20140717;Peninsula e Illes Balears;4.8
Royal Crown Blue;20140717;Peninsula e Illes Balears;4.8
Royal Crown Filter;20140717;Peninsula e Illes Balears;4.8
Royals Red;20140717;Peninsula e Illes Balears;4.8
Vogue Frisson Menthe;20140717;Peninsula e Illes Balears;4.4
Vogue Super Slims Blue;20140717;Peninsula e Illes Balears;4.4
Winfield Blue;20140717;Peninsula e Illes Balears;4.15
Winfield Red;20140717;Peninsula e Illes Balears;5.0
Winfield Red 20’s;20140717;Peninsula e Illes Balears;5.0
Cigarritos 12’s (el envase de 12);20140717;Ceuta y Melilla;1.75
1495 Series Churchill (25);20140719;Peninsula e Illes Balears;5.95
Family Reserve 110 Aniversariy & Limited Edition Toro Box Press (16);20140719;Peninsula e Illes Balears;8.75
Doble Maduro Ambassador(25);20140719;Peninsula e Illes Balears;6.7
Doble Maduro Gigante (25);20140719;Peninsula e Illes Balears;5.4
40 Aniversario Corona Clásica 6 1/2 × 46 (5);20140719;Peninsula e Illes Balears;4.4
Mini Vanilla Filter (el envase de 20);20140726;Ceuta y Melilla;1.75
Natural American Spirit Blue Soft Pack;20140802;Peninsula e Illes Balears;4.25
Natural American Spirit Yellow;20140802;Peninsula e Illes Balears;4.25
Natural American Spirit Yellow Soft Pack;20140802;Peninsula e Illes Balears;4.9
Pepe Rich Green Natural;20140802;Peninsula e Illes Balears;4.8
Bucanero 156 × 52 (25);20140802;Ceuta y Melilla;2.0
Bucanero 166 × 56 (25);20140802;Ceuta y Melilla;2.0
Bucanero 178 × 47 (25);20140802;Ceuta y Melilla;2.0
Calypso:;20140802;Ceuta y Melilla;1.95
Reig 1 (10);20140802;Ceuta y Melilla;2.0
Reig 15 (10);20140802;Ceuta y Melilla;1.95
Reig 15 Minor (5);20140802;Ceuta y Melilla;0.25
Reig Minor 2 × 2 Pack Máquinas;20140802;Ceuta y Melilla;0.6
Casa Magna:;20140802;Ceuta y Melilla;0.42
Domus Magnus Calígula 6 × 60 (10);20140802;Ceuta y Melilla;0.48
El Baton:;20140802;Ceuta y Melilla;0.6
Robusto (25);20140802;Ceuta y Melilla;8.95
D. Julian N.º 1 (25);20140802;Ceuta y Melilla;5.5
D. Julian N.º 1 (5);20140802;Ceuta y Melilla;5.5
D. Julian N.º 5 (25);20140802;Ceuta y Melilla;3.0
D. Julian N.º 5 (5);20140802;Ceuta y Melilla;3.0
Reig 7 Cortados (10);20140802;Ceuta y Melilla;2.6
Reig 7 Minor (10);20140802;Ceuta y Melilla;1.45
Luis Martínez:;20140802;Ceuta y Melilla;1.45
Robusto Crystal Tubo (20);20140802;Ceuta y Melilla;0.6
Manuel Alonso:;20140802;Ceuta y Melilla;0.42
Monte Negro:;20140802;Ceuta y Melilla;3.5
Quintero:;20140802;Ceuta y Melilla;2.4
Pockets Sweet Dipped (el envase de 10);20140802;Ceuta y Melilla;1.95
Calypso:;20140802;Ceuta y Melilla;3.35
Dannemann Espresso (el envase de 20);20140802;Ceuta y Melilla;1.95
Dannemann Mini Moods (el envase de 10);20140802;Ceuta y Melilla;1.95
Dannemann Moods Filter (el envase de 20);20140802;Ceuta y Melilla;5.25
Reig 1 (el envase de 18);20140802;Ceuta y Melilla;2.6
Reig Mini (el envase de 20);20140802;Ceuta y Melilla;5.1
Reig Mini Filter (el envase de 20);20140802;Ceuta y Melilla;5.3
Dannemann Moods:;20140802;Ceuta y Melilla;4.3
Silver (El envase de 12);20140802;Ceuta y Melilla;5.1
La Dalia:;20140802;Ceuta y Melilla;5.15
D. Julian N.º 1 (25);20140802;Ceuta y Melilla;0.51
D. Julian N.º 1 (5);20140802;Ceuta y Melilla;0.36
D. Julian N.º 5 (25);20140802;Ceuta y Melilla;2.55
D. Julian N.º 5 (5);20140802;Ceuta y Melilla;2.55
Reig 7 Cortados (10);20140802;Ceuta y Melilla;2.21
Reig 7 Minor (10);20140802;Ceuta y Melilla;1.23
Quintero:;20140802;Ceuta y Melilla;1.23
Petit Quintero (25);20140802;Ceuta y Melilla;0.51
Reig Mini Filter (el envase de 20);20140802;Ceuta y Melilla;4.3
La Dalia:;20140802;Ceuta y Melilla;4.51
D. Julián Mini (el envase de 20);20140802;Ceuta y Melilla;4.31
Ronhill Menthol;20140906;Peninsula e Illes Balears;4.7
Ronhill Rich;20140906;Peninsula e Illes Balears;5.9
Ronhill Rich 100’S C20;20140906;Peninsula e Illes Balears;4.9
Ronhill Slims;20140906;Peninsula e Illes Balears;3.95
Ronhill Slims Azure;20140906;Peninsula e Illes Balears;3.95
Ronhill Slims Menthol;20140906;Peninsula e Illes Balears;3.95
Ronhill Slims Velvet;20140906;Peninsula e Illes Balears;3.95
Ronhill White;20140906;Peninsula e Illes Balears;3.95
Ducal Blue AB;20140927;Peninsula e Illes Balears;4.1
Ducal Red AB;20140927;Peninsula e Illes Balears;4.1
Maryland;20140927;Peninsula e Illes Balears;4.1
Maya Blue;20140927;Peninsula e Illes Balears;4.2
Maya Red;20140927;Peninsula e Illes Balears;4.3
Gauloises Rubio Azul;20141004;Peninsula e Illes Balears;3.95
Gauloises Rubio Rojo;20141004;Peninsula e Illes Balears;4.9
Regal Ks;20141004;Peninsula e Illes Balears;4.15
Superkings;20141004;Peninsula e Illes Balears;4.15
Superkings Blue;20141004;Peninsula e Illes Balears;4.15
Superkings Menthol;20141004;Peninsula e Illes Balears;4.9
Winston Xstyle Gold;20141004;Peninsula e Illes Balears;4.9
Winston Xstyle Red;20141004;Peninsula e Illes Balears;4.9
Bundles Robusto (10);20141004;Ceuta y Melilla;5.2
Bundles Toro (10);20141004;Ceuta y Melilla;1.1
King Edward:;20141004;Ceuta y Melilla;1.2
Imperial (5);20141004;Ceuta y Melilla;1.15
Imperial (50);20141004;Ceuta y Melilla;1.3
Specials (5);20141004;Ceuta y Melilla;1.11
Café Crème Filter Arome (el envase de 20);20141004;Ceuta y Melilla;4.75
Café Crème Finos (el envase de 20);20141004;Ceuta y Melilla;4.75
Café Crème Finos Aroma (el envase de 20);20141004;Ceuta y Melilla;4.75
Café Crème Finos Blue (el envase de 20);20141004;Ceuta y Melilla;4.85
Café Crème Finos French Vanilla (el envase de 20);20141004;Ceuta y Melilla;3.6
Café Crème Finos Italian Macchiato (el envase de 20);20141004;Ceuta y Melilla;3.6
Café Crème Noir (el envase de 20);20141004;Ceuta y Melilla;3.6
Finos Coffee (el envase de 20);20141004;Ceuta y Melilla;3.6
Finos Vanilla (el envase de 20);20141004;Ceuta y Melilla;3.6
La Paz:;20141004;Ceuta y Melilla;4.75
Mini Wilde Aroma (el envase de 20);20141004;Ceuta y Melilla;3.6
Mini Wilde Blue (el envase de 20);20141004;Ceuta y Melilla;3.6
Wilde C. Brazil Type (el envase de 20);20141004;Ceuta y Melilla;5.4
Wilde Cigarillos (el envase de 20);20141004;Ceuta y Melilla;5.2
Wilde Cigarillos Aroma (el envase de 20);20141004;Ceuta y Melilla;5.35
Wilde Cigarro (el envase de 5);20141004;Ceuta y Melilla;6.45
Wilde Cigarros (el envase de 20);20141004;Ceuta y Melilla;5.95
Wilde Miniaturas (el envase de 20);20141004;Ceuta y Melilla;5.95
Salsa:;20141004;Ceuta y Melilla;2.8
Cigarritos (el envase de 10);20141004;Ceuta y Melilla;9.45
Puritos (el envase de 10);20141004;Ceuta y Melilla;4.6
Keops Pipe Tobacco Negro (50 g);20141013;Ceuta y Melilla;3.3
Indianos White American Blend;20141025;Peninsula e Illes Balears;3.95
Trompetas (20);20141025;Ceuta y Melilla;4.25
50X5 (25);20141025;Ceuta y Melilla;0.4
54x6 (25);20141025;Ceuta y Melilla;0.31
Miro:;20141025;Ceuta y Melilla;0.45
MG Mazo (25);20141025;Ceuta y Melilla;0.45
MT Mazo (25);20141025;Ceuta y Melilla;0.45
Especiales Mazo (25);20141025;Ceuta y Melilla;0.75
Torpedos Mazo (25);20141025;Ceuta y Melilla;0.7
Coronas (50);20141025;Ceuta y Melilla;1.0
Coronas (50);20141025;Ceuta y Melilla;0.37
GH La Gran Fuma:;20141101;Peninsula e Illes Balears;1.95
48X7 (25);20141101;Peninsula e Illes Balears;1.95
Serie Roja Short Corona (El envase de 5);20141101;Ceuta y Melilla;5.5
Mini Express Arome (el envase de 20);20141108;Ceuta y Melilla;2.3
Mini Java (el envase de 5);20141108;Ceuta y Melilla;4.0
Mini Java (el envase de 50);20141108;Ceuta y Melilla;3.8
Mini Reserva (el envase de 5);20141108;Ceuta y Melilla;4.0
Mini Reserva 50 % Cuban Filler (el envase de 20);20141108;Ceuta y Melilla;1.0
Mini Vanilla Filter (el envase de 20);20141108;Ceuta y Melilla;10.0
Wilson’ House (40 g);20141115;Ceuta y Melilla;7.6
Wilson’ House (80 g);20141115;Ceuta y Melilla;3.3
Nimbos (10);20141129;Ceuta y Melilla;1.4
Robustos (10);20141129;Ceuta y Melilla;0.9
Ramon Allones:;20141129;Ceuta y Melilla;1.2
Caprichos (10);20141129;Ceuta y Melilla;0.9
Te Amo:;20141129;Ceuta y Melilla;1.2
Gran Toro Mexico World Selection Series (15);20141129;Ceuta y Melilla;6.75
Original (el envase de 20);20141220;Ceuta y Melilla;3.6
Don Tomas:;20141220;Ceuta y Melilla;3.5
Mini (el envase de 20);20141220;Ceuta y Melilla;3.5
Original (el envase de 20);20141220;Ceuta y Melilla;3.05
L&M Blue Label Duro;20150115;Peninsula e Illes Balears;4.55
L&M Blue Semi-rígido;20150115;Peninsula e Illes Balears;4.55
L&M Red Label 100s;20150115;Peninsula e Illes Balears;4.45
L&M Red Label Duro;20150115;Peninsula e Illes Balears;4.3
L&M Red Semi-rígido;20150115;Peninsula e Illes Balears;4.2
Lark;20150115;Peninsula e Illes Balears;4.1
Marlboro Gold 100’S;20150115;Peninsula e Illes Balears;4.3
Marlboro Gold Duro;20150115;Peninsula e Illes Balears;4.2
Marlboro Pocket Pack (Corto);20150115;Peninsula e Illes Balears;4.85
Marlboro Red 100’S;20150115;Peninsula e Illes Balears;4.95
Marlboro Red Blando;20150115;Peninsula e Illes Balears;4.85
Marlboro Red Duro;20150115;Peninsula e Illes Balears;4.45
Marlboro Touch Azul;20150115;Peninsula e Illes Balears;4.95
Marlboro Touch Rojo;20150115;Peninsula e Illes Balears;4.85
Philip Morris Club Red Cut;20150115;Peninsula e Illes Balears;4.85
Philip Morris Filter King;20150115;Peninsula e Illes Balears;4.45
Philip Morris Reds;20150115;Peninsula e Illes Balears;4.45
Philip Morris Supreme;20150115;Peninsula e Illes Balears;4.05
Benson & Hedges London Red;20150117;Peninsula e Illes Balears;4.85
Benson & Hedges London Red 100;20150117;Peninsula e Illes Balears;4.85
Benson & Hedges Silver;20150117;Peninsula e Illes Balears;4.05
Berkeley Blue;20150117;Peninsula e Illes Balears;4.05
Berkeley Menthol;20150117;Peninsula e Illes Balears;4.05
Berkeley Superkings.;20150117;Peninsula e Illes Balears;4.7
Bisonte Blando;20150117;Peninsula e Illes Balears;4.75
Bisonte Duro;20150117;Peninsula e Illes Balears;4.75
Camel Activa;20150117;Peninsula e Illes Balears;4.75
Camel Black Curve 84’’;20150117;Peninsula e Illes Balears;4.5
Camel Blue 20;20150117;Peninsula e Illes Balears;4.5
Camel Essential Add Free Blue;20150117;Peninsula e Illes Balears;4.55
